run_accession	fastq_ftp_1	fastq_ftp_2	read_count	low_depth_flag
ERR6230245	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/005/ERR6230245/ERR6230245_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/005/ERR6230245/ERR6230245_2.fastq.gz	9091606	ok
ERR6230278	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/008/ERR6230278/ERR6230278_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/008/ERR6230278/ERR6230278_2.fastq.gz	12822470	ok
ERR6230340	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/000/ERR6230340/ERR6230340_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/000/ERR6230340/ERR6230340_2.fastq.gz	16908802	ok
ERR6231475	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/005/ERR6231475/ERR6231475_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/005/ERR6231475/ERR6231475_2.fastq.gz	20919472	ok
ERR6231616	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/006/ERR6231616/ERR6231616_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/006/ERR6231616/ERR6231616_2.fastq.gz	24077158	ok
ERR6232425	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/005/ERR6232425/ERR6232425_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/005/ERR6232425/ERR6232425_2.fastq.gz	20471978	ok
ERR6232522	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/002/ERR6232522/ERR6232522_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/002/ERR6232522/ERR6232522_2.fastq.gz	15692068	ok
ERR6233693	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/003/ERR6233693/ERR6233693_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/003/ERR6233693/ERR6233693_2.fastq.gz	21550472	ok
ERR6235716	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/006/ERR6235716/ERR6235716_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/006/ERR6235716/ERR6235716_2.fastq.gz	15408260	ok
ERR6235717	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/007/ERR6235717/ERR6235717_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/007/ERR6235717/ERR6235717_2.fastq.gz	17673260	ok
ERR6239138	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/008/ERR6239138/ERR6239138_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/008/ERR6239138/ERR6239138_2.fastq.gz	12024922	ok
ERR6243877	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR624/007/ERR6243877/ERR6243877_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR624/007/ERR6243877/ERR6243877_2.fastq.gz	32644428	ok
ERR6243879	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR624/009/ERR6243879/ERR6243879_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR624/009/ERR6243879/ERR6243879_2.fastq.gz	20248406	ok
ERR6254871	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR625/001/ERR6254871/ERR6254871_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR625/001/ERR6254871/ERR6254871_2.fastq.gz	40797448	ok
ERR6271720	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/000/ERR6271720/ERR6271720_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/000/ERR6271720/ERR6271720_2.fastq.gz	20651292	ok
ERR6273965	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/005/ERR6273965/ERR6273965_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/005/ERR6273965/ERR6273965_2.fastq.gz	84401818	ok
ERR6275652	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/002/ERR6275652/ERR6275652_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/002/ERR6275652/ERR6275652_2.fastq.gz	56388140	ok
ERR6275666	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/006/ERR6275666/ERR6275666_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/006/ERR6275666/ERR6275666_2.fastq.gz	57801126	ok
ERR6275673	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/003/ERR6275673/ERR6275673_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/003/ERR6275673/ERR6275673_2.fastq.gz	62168354	ok
ERR6275674	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/004/ERR6275674/ERR6275674_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/004/ERR6275674/ERR6275674_2.fastq.gz	145893122	ok
ERR6275675	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/005/ERR6275675/ERR6275675_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/005/ERR6275675/ERR6275675_2.fastq.gz	55540034	ok
ERR6275682	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/002/ERR6275682/ERR6275682_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/002/ERR6275682/ERR6275682_2.fastq.gz	34724284	ok
ERR6275683	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/003/ERR6275683/ERR6275683_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/003/ERR6275683/ERR6275683_2.fastq.gz	47788098	ok
ERR6275684	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/004/ERR6275684/ERR6275684_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/004/ERR6275684/ERR6275684_2.fastq.gz	13823006	ok
ERR6279615	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/005/ERR6279615/ERR6279615_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/005/ERR6279615/ERR6279615_2.fastq.gz	11125886	ok
ERR6279616	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/006/ERR6279616/ERR6279616_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/006/ERR6279616/ERR6279616_2.fastq.gz	22484090	ok
ERR6279619	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/009/ERR6279619/ERR6279619_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/009/ERR6279619/ERR6279619_2.fastq.gz	36658936	ok
ERR6279620	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/000/ERR6279620/ERR6279620_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/000/ERR6279620/ERR6279620_2.fastq.gz	20240340	ok
ERR6279626	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/006/ERR6279626/ERR6279626_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/006/ERR6279626/ERR6279626_2.fastq.gz	55714980	ok
ERR6279644	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/004/ERR6279644/ERR6279644_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/004/ERR6279644/ERR6279644_2.fastq.gz	44274824	ok
ERR6279647	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/007/ERR6279647/ERR6279647_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/007/ERR6279647/ERR6279647_2.fastq.gz	66521388	ok
ERR6279650	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/000/ERR6279650/ERR6279650_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/000/ERR6279650/ERR6279650_2.fastq.gz	20026282	ok
ERR6279655	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/005/ERR6279655/ERR6279655_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/005/ERR6279655/ERR6279655_2.fastq.gz	135318094	ok
ERR6279656	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/006/ERR6279656/ERR6279656_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/006/ERR6279656/ERR6279656_2.fastq.gz	52519282	ok
ERR6279657	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/007/ERR6279657/ERR6279657_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/007/ERR6279657/ERR6279657_2.fastq.gz	181988714	ok
ERR6279659	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/009/ERR6279659/ERR6279659_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/009/ERR6279659/ERR6279659_2.fastq.gz	41004484	ok
ERR6279661	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/001/ERR6279661/ERR6279661_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/001/ERR6279661/ERR6279661_2.fastq.gz	115208566	ok
ERR6279662	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/002/ERR6279662/ERR6279662_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/002/ERR6279662/ERR6279662_2.fastq.gz	36391392	ok
ERR6279663	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/003/ERR6279663/ERR6279663_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/003/ERR6279663/ERR6279663_2.fastq.gz	44524312	ok
ERR6279664	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/004/ERR6279664/ERR6279664_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/004/ERR6279664/ERR6279664_2.fastq.gz	59898450	ok
ERR6279666	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/006/ERR6279666/ERR6279666_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/006/ERR6279666/ERR6279666_2.fastq.gz	80092468	ok
ERR6279669	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/009/ERR6279669/ERR6279669_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/009/ERR6279669/ERR6279669_2.fastq.gz	208351932	ok
ERR6279670	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/000/ERR6279670/ERR6279670_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/000/ERR6279670/ERR6279670_2.fastq.gz	131902100	ok
ERR6279671	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/001/ERR6279671/ERR6279671_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/001/ERR6279671/ERR6279671_2.fastq.gz	35936506	ok
ERR6279672	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/002/ERR6279672/ERR6279672_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/002/ERR6279672/ERR6279672_2.fastq.gz	82538662	ok
ERR6279674	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/004/ERR6279674/ERR6279674_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/004/ERR6279674/ERR6279674_2.fastq.gz	49181890	ok
ERR6279678	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/008/ERR6279678/ERR6279678_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/008/ERR6279678/ERR6279678_2.fastq.gz	64973682	ok
ERR6279679	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/009/ERR6279679/ERR6279679_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/009/ERR6279679/ERR6279679_2.fastq.gz	43194318	ok
ERR6279683	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/003/ERR6279683/ERR6279683_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/003/ERR6279683/ERR6279683_2.fastq.gz	26747522	ok
ERR6280910	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR628/000/ERR6280910/ERR6280910_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR628/000/ERR6280910/ERR6280910_2.fastq.gz	50339036	ok
ERR6281000	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR628/000/ERR6281000/ERR6281000_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR628/000/ERR6281000/ERR6281000_2.fastq.gz	109261858	ok
ERR6281343	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR628/003/ERR6281343/ERR6281343_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR628/003/ERR6281343/ERR6281343_2.fastq.gz	120535720	ok
ERR6281432	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR628/002/ERR6281432/ERR6281432_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR628/002/ERR6281432/ERR6281432_2.fastq.gz	119797012	ok
ERR6281499	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR628/009/ERR6281499/ERR6281499_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR628/009/ERR6281499/ERR6281499_2.fastq.gz	28433078	ok
ERR6281518	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR628/008/ERR6281518/ERR6281518_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR628/008/ERR6281518/ERR6281518_2.fastq.gz	119660980	ok
ERR6281997	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR628/007/ERR6281997/ERR6281997_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR628/007/ERR6281997/ERR6281997_2.fastq.gz	52565952	ok
ERR6282070	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR628/000/ERR6282070/ERR6282070_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR628/000/ERR6282070/ERR6282070_2.fastq.gz	87598842	ok
ERR6282383	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR628/003/ERR6282383/ERR6282383_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR628/003/ERR6282383/ERR6282383_2.fastq.gz	147856200	ok
